date,hour,Incident,Line,Direction,Cause,Delay,delay_collapsed
2012-05-21,8, A Vienna-bound Orange Line train at McPherson Square was delayed 4 minutes due to a sick customer.,Orange,Vienna,a sick customer,4,21
2012-05-21,10, A Vienna-bound Orange Line train at Farragut West was offloaded due to a brake problem. Customers experienced a 10-minute delay.,Orange,Vienna,a brake problem,10,10
2012-05-21,15, A Branch Avenue-bound Green Line train at Shaw-Howard University was delayed 8 minutes due to police activity.,Green,Branch Avenue,police activity,8,8
2012-05-21,16, A New Carrollton-bound Orange Line train at Rosslyn was offloaded due to a door problem. Customers experienced a 7-minute delay.,Orange,New Carrollton,a door problem,7,7
2012-05-21,17," A Franconia-Springfield-bound Blue Line train at Largo Town Center did not operate, resulting in a 6-minute gap in service.",Blue,Franconia-Springfield,did not operate,6,10
2012-05-21,18, A Franconia-Springfield-bound Blue Line train at Farragut West was offloaded due to a brake problem. Several Blue and Orange Line trains single tracked around the disabled train causing 10-15 minute delays for customers.,Blue,Franconia-Springfield,a brake problem,,
2012-05-22,6," A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 4-minute gap in service.",Green,Greenbelt,did not operate,4,28
2012-05-22,7, A Largo Town Center-bound Blue Line train at Capitol Heights was expressed for schedule adherence/improved train spacing.,Blue,Largo Town Center,expressed for schedule adherence/improved train spacing,,
2012-05-22,8," A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service.",Orange,Vienna,did not operate,6,25
2012-05-22,9," A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 5-minute gap in service.",Orange,New Carrollton,did not operate,5,5
2012-05-22,10, A signal problem was reported between White Flint and Twinbrook. Shady Grove-bound Red Line trains experienced 10-20 minute delays until approximately 11:45 a.m.,Red,signal problem was reported between White Flint and Twinbrook. Shady Grove,m,,
2012-05-22,11, A Shady Grove-bound Red Line train at Union Station was delayed 8 minutes due to an operational problem.,Red,Shady Grove,an operational problem,8,8
2012-05-22,13, A Huntington-bound Yellow Line train at Fort Totten was delayed 5 minutes due to customers holding the doors.,Yellow,Huntington,customers holding the doors,5,5
2012-05-22,15, A Glenmont-bound Red Line train at Brookland was delayed 9 minutes due to a signal problem. Several Red Line trains experienced delays in the Glenmont direction until approximately 7:30 p.m.,Red,Glenmont,a signal problem,9,22
2012-05-22,16, A Largo Town Center-bound Blue Line train at Arlington Cemetery was expressed for schedule adherence/improved train spacing.,Blue,Largo Town Center,expressed for schedule adherence/improved train spacing,,8
2012-05-22,17, A Branch Avenue-bound Green Line train at Congress Heights was expressed for schedule adherence/improved train spacing.,Green,Branch Avenue,expressed for schedule adherence/improved train spacing,,22
2012-05-22,18, A Glenmont-bound Red Line train at Grosvenor was delayed 12 minutes due to an operational problem.,Red,Glenmont,an operational problem,12,18
2012-05-22,19, A New Carrollton-bound Orange Line train at Rosslyn was delayed 5 minutes due to a reported lost item.,Orange,New Carrollton,a reported lost item,5,5
2012-05-22,20, A Largo Town Center-bound Blue Line train at Stadium Armory was delayed 6 minutes due to an operational problem.,Blue,Largo Town Center,an operational problem,6,6
2012-05-22,21, A Fort Totten-bound Yellow Line train at National Airport was offloaded due to a door problem. Customers experienced a 13-minute delay.,Yellow,Fort Totten,a door problem,13,13
2012-05-23,6, A Huntington-bound Yellow Line train at Pentagon was delayed 4 minutes due to a signal problem.,Yellow,Huntington,a signal problem,4,4
2012-05-23,7, A Mt. Vernon Sq-bound Yellow Line train at Archives was offloaded due to a door problem. Customers experienced a 6-minute delay.,Yellow,Mt. Vernon Sq,a door problem,6,6
2012-05-23,8, A Largo Town Center-bound Blue Line train at Arlington Cemetery was expressed for schedule adherence/improved train spacing.,Blue,Largo Town Center,expressed for schedule adherence/improved train spacing,,5
2012-05-23,11, A Franconia-Springfield-bound Blue Line train at Largo Town Center was delayed 5 minutes due to police activity.,Blue,Franconia-Springfield,police activity,5,5
2012-05-23,13, A Glenmont-bound Red Line train at Gallery Place was offloaded due to reported smoke. Customers experienced a 6-minute delay.,Red,Glenmont,reported smoke,6,10
2012-05-23,15, A Shady Grove-bound Red Line train at Rhode Island Ave was offloaded due to an equipment problem. Customers experienced a 4-minute delay.,Red,Shady Grove,an equipment problem,4,9
2012-05-23,16, A Shady Grove-bound Red Line train at Grosvenor was offloaded due to an equipment problem. Customers experienced a 4-minute delay.,Red,Shady Grove,an equipment problem,4,4
2012-05-23,17, A Franconia-Springfield-bound Blue Line train at Van Dorn was expressed for schedule adherence/improved train spacing.,Blue,Franconia-Springfield,expressed for schedule adherence/improved train spacing,,7
2012-05-23,18, A Vienna-bound Orange Line train at Potomac Avenue was delayed 4 minutes due to police activity.,Orange,Vienna,police activity,4,4
2012-05-23,19, A Branch Avenue-bound Green Line train at Anacostia was delayed 5 minutes due to an arcing 3rd rail insulator.,Green,Branch Avenue,an arcing 3rd rail insulator,5,5
2012-05-24,7, A Greenbelt-bound Green Line train at Shaw-Howard University was offloaded due to a door problem. Customers experienced a 5-minute delay.,Green,Greenbelt,a door problem,5,5
2012-05-24,9, A Vienna-bound Orange Line train at West Falls Church was offloaded due to a mechanical problem. Customers experienced a 8-minute delay.,Orange,Vienna,a mechanical problem,8,8
2012-05-24,12, A Branch Ave-bound Green Line train at Greenbelt was delayed 5 minutes due to a track problem.,Green,Branch Ave,a track problem,5,31
2012-05-24,14, A Shady Grove-bound Red Line train at Brookland-CUA was delayed 5 minutes due to an operational problem.,Red,Shady Grove,an operational problem,5,18
2012-05-24,15, A Greenbelt-bound Yellow Line train at College Park-U of MD was offloaded due to a track problem. Customers experienced a 6-minute delay.,Yellow,Greenbelt,a track problem,6,10
2012-05-24,16," A Huntington-bound Yellow Line train at Mt Vernon Sq did not operate, resulting in a 6-minute gap in service.",Yellow,Huntington,did not operate,6,16
2012-05-24,17, A Shady Grove-bound Red Line train at Forest Glen was delayed 6 minutes due to a door problem.,Red,Shady Grove,a door problem,6,6
2012-05-24,19, A Largo Town Center-bound Blue Line train at L'Enfant Plaza was delayed 6 minutes due to police activity.,Blue,Largo Town Center,police activity,6,6
2012-05-25,0, A Vienna-bound Orange Line train at New Carrollton was delayed 7 minutes due to a brake problem.,Orange,Vienna,a brake problem,7,7
2012-05-25,7, A Largo Town Center-bound Blue Line train at Pentagon was offloaded due to a brake problem. Customers experienced an 11-minute delay. A Mt. Vernon Sq-bound Yellow Line train was delayed 9 minutes behind the Blue Line train.,Blue,Largo Town Center-bound Blue Line train at Pentagon was offloaded due to a brake problem. Customers experienced an 11-minute delay. A Mt. Vernon Sq,a brake problem,9,24
2012-05-25,8, A Vienna-bound Orange Line train at West Falls Church was delayed 5 minutes due to an operational problem.,Orange,Vienna,an operational problem,5,10
2012-05-25,9, A Vienna-bound Orange Line train at New Carrollton was delayed 5 minutes due to an operational problem.,Orange,Vienna,an operational problem,5,10
2012-05-25,11, A Vienna-bound Orange Line train at Smithsonian was delayed 4 minutes due to a door problem.,Orange,Vienna,a door problem,4,8
2012-05-25,12, A Largo Town Center-bound Blue Line train at Rosslyn was delayed 4 minutes due to an operational problem.,Blue,Largo Town Center,an operational problem,4,4
2012-05-25,13, A Vienna-bound Orange Line train at New Carrollton was delayed 8 minutes due to an operational problem.,Orange,Vienna,an operational problem,8,8
2012-05-25,14, A Vienna-bound Orange Line train at Dunn Loring was expressed for schedule adherence/improved train spacing.,Orange,Vienna,expressed for schedule adherence/improved train spacing,,4
2012-05-25,15, A Glenmont-bound Red Line train at Rockville was offloaded due to a brake problem. Customers experienced an 11-minute delay. Several trains were single tracked causing minor delays until approximately 4:00 p.m.,Red,Glenmont,a brake problem,11,22
2012-05-25,16, A Greenbelt-bound Green Line train at College Park was expressed for schedule adherence/improved train spacing.,Green,Greenbelt,expressed for schedule adherence/improved train spacing,,6
2012-05-25,17," A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.",Green,Branch Avenue,did not operate,6,12
2012-05-25,18, A Glenmont-bound Red Line train at Rockville was delayed 4 minutes due to a report of a sick customer,Red,Glenmont,a report of a sick customer,4,4
2012-05-26,7, A Glenmont-bound Red Line train at Friendship Heights was delayed 5 minutes due to single track operations.,Red,Glenmont,single track operations,5,5
2012-05-26,12, A Glenmont-bound Red Line train at Fort Totten was delayed 15 minutes due to an equipment problem.,Red,Glenmont,an equipment problem,15,15
2012-05-26,13, A Franconia-Springfield-bound Blue Line train at Morgan Boulevard was offloaded due to an equipment problem. Customers experienced a 12-minute delay.,Blue,Franconia-Springfield,an equipment problem,12,12
2012-05-26,20, A Branch Avenue-bound Green Line train at Fort Totten was delayed 4 minutes due to an operational problem.,Green,Branch Avenue,an operational problem,4,4
2012-05-26,21, A Greenbelt-bound Green Line train at Shaw Howard was delayed 5 minutes due to a reported sick customer.,Green,Greenbelt,a reported sick customer,5,5
2012-05-27,7, A Fort Totten-bound Yellow Line train at King Street was offloaded due to an equipment problem. Customers experienced a 14-minute delay. A gap train was put in service to help mitigate the delay.,Yellow,Fort Totten,an equipment problem,14,14
2012-05-27,11, A Glenmont-bound Red Line train at New York Avenue was offloaded due to an equipment problem. Customers experienced a 10-minute delay. A gap train was put in service to help mitigate the delay.,Red,Glenmont,an equipment problem,10,10
2012-05-27,15, A Greenbelt-bound Green Line train at Gallery Place was delayed 5 minutes due to a report of a sick customer.,Green,Greenbelt,a report of a sick customer,5,24
2012-05-28,12, A New Carrollton-bound Orange Line train at Vienna was delayed 7 minutes due to an equipment problem.,Orange,New Carrollton,an equipment problem,7,7
2012-05-28,13, A Glenmont-bound Red Line train at Van Ness was delayed 8 minutes due to reported smoke in the tunnel.,Red,Glenmont,reported smoke in the tunnel,8,8
2012-05-28,16, A Fort Totten-bound Yellow Line train at National Airport was delayed 6 minutes due to police activity.,Yellow,Fort Totten,police activity,6,6
2012-05-28,18, A Vienna-bound Orange Line train at Landover was offloaded due to a brake problem. Customers experienced a 15-minute delay.,Orange,Vienna,a brake problem,15,15
2012-05-28,19, A Vienna-bound Orange Line train at New Carrollton was delayed 4 minutes due to an equipment problem.,Orange,Vienna,an equipment problem,4,4
2012-05-29,6," A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.",Green,Branch Avenue,did not operate,6,6
2012-05-29,7, A Franconia-Springfield-bound Blue Line train at Benning Road was delayed 5 minutes due to police activity.,Blue,Franconia-Springfield,police activity,5,8
2012-05-29,8, A Glenmont-bound Red Line train at Medical Center was offloaded due to a door problem. Customers experienced an 11-minute delay.,Red,Glenmont,a door problem,11,19
2012-05-29,9, A Branch Avenue-bound Green Line train at L’Enfant Plaza was delayed 4 minutes due to an equipment problem.,Green,Branch Avenue,an equipment problem,4,4
